YYYYMMDD	hhmm	b01_avg	b01_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv01_avg	b02_avg	b02_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv02_avg	b03_avg	b03_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv03_avg	b04_avg	b04_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv04_avg	b05_avg	b05_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv05_avg	b06_avg	b06_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv06_avg	b07_avg	b07_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv07_avg	b08_avg	b08_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv08_avg	b09_avg	b09_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv09_avg	b10_avg	b10_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv10_avg	b11_avg	b11_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv11_avg	b12_avg	b12_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv12_avg	b13_avg	b13_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv13_avg	b14_avg	b14_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv14_avg	b15_avg	b15_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv15_avg	b16_avg	b16_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv16_avg	b17_avg	b17_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv17_avg	b18_avg	b18_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv18_avg	b19_avg	b19_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv19_avg	b20_avg	b20_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv20_avg	Sensor_Azi_avg	Sensor_Zen_avg	Solar_Azi_avg	Solar_Zen_avg
20140512	0937	766.43000	10.99750	16.54462	0.34317	20.32070	0.38416	-7.11738	0.03515	-0.00000	235.58502	976.85000	13.60836	24.12233	0.42315	29.50302	0.47558	-6.28464	0.03619	-0.00000	200.27921	1640.85000	11.77657	45.33159	0.37005	49.12462	0.35684	-5.56418	0.03390	-0.00000	194.94389	1923.56000	10.55398	54.29379	0.32587	61.72015	0.32485	-4.45180	0.03525	-0.00000	164.46494	12867.86000	27.20956	12867.86000	27.20956	12867.86000	27.20956	0.00000	0.00000	0.00000	172.01729	2977.82000	17.59737	56.30350	0.36403	79.47062	0.49812	-4.41810	0.02594	0.00000	187.83466	2840.04000	19.77520	52.52178	0.39937	78.70946	0.57638	-3.72800	0.02671	0.00000	150.37363	1060.55000	14.52541	15.71779	0.26149	17.01955	0.24723	-1.28296	0.01624	-0.00000	187.81091	827.89000	12.15393	15.24150	0.27317	16.48940	0.26700	-2.36400	0.02208	-0.00000	148.72313	917.75000	14.54948	16.90166	0.35876	19.95466	0.35213	-3.14611	0.02452	-0.00000	228.17842	976.69000	16.30380	19.25693	0.40379	22.67765	0.39877	-2.29414	0.02483	-0.00000	197.13499	1280.28000	17.40464	26.49540	0.42346	29.41767	0.40887	-2.68914	0.02478	-0.00000	190.27414	2025.06000	13.83099	43.75106	0.33953	46.92930	0.31289	-2.46453	0.02419	-0.00000	242.54330	1961.54000	12.02699	46.42325	0.30706	46.13884	0.26735	-2.22009	0.02502	-0.00000	139.04176	2149.23000	11.26397	47.78441	0.27774	41.76861	0.20911	-2.74761	0.02118	-0.00000	209.51219	2345.77000	14.95584	54.35434	0.36551	52.53160	0.30161	-2.11632	0.02439	-0.00000	117.73605	1956.48000	9.55351	47.23522	0.26580	46.12373	0.20278	-3.18772	0.02703	-0.00000	251.63498	909.87000	11.56776	27.89904	0.41271	21.35447	0.28593	-4.06189	0.02929	-0.00000	127.87138	1905.86000	10.05089	46.46123	0.27854	41.48148	0.21542	-9.75152	0.03049	-0.00000	223.15305	2143.16000	14.75854	52.26178	0.40417	53.38919	0.27846	-3.04325	0.03123	-0.00000	230.58034	10506.45000	264.06000	10339.52000	2081.56000
20140513	0918	824.08000	9.90927	18.91497	0.31884	23.02355	0.35444	-7.11738	0.03515	-0.00000	235.68825	1011.28000	12.39361	25.97775	0.39738	31.66035	0.44464	-6.28464	0.03619	-0.00000	200.41705	1659.38000	11.17746	47.34416	0.36216	51.23310	0.34834	-5.56418	0.03390	-0.00000	195.17699	1945.95000	9.99837	56.69803	0.31834	64.35217	0.31627	-4.45180	0.03525	-0.00000	164.82246	13295.16000	81.52959	13295.16000	81.52959	13295.16000	81.52959	0.00000	0.00000	0.00000	170.25812	2961.79000	23.19409	57.71555	0.49475	81.47842	0.67699	-4.41810	0.02594	0.00000	186.50079	2873.94000	26.17282	54.86390	0.54504	82.18028	0.78661	-3.72800	0.02671	0.00000	149.71295	1191.26000	13.25716	18.63383	0.24610	19.83816	0.23152	-1.28296	0.01624	-0.00000	188.20509	918.37000	10.71042	17.81326	0.24822	19.04275	0.24013	-2.36400	0.02208	-0.00000	148.59157	982.86000	13.73610	19.08367	0.34925	22.19584	0.34028	-3.14611	0.02452	-0.00000	228.40927	1033.77000	15.13265	21.31457	0.38646	24.81983	0.37938	-2.29414	0.02483	-0.00000	197.55220	1316.00000	15.81265	28.21694	0.39671	31.19803	0.38156	-2.68914	0.02478	-0.00000	190.81404	2056.06000	13.16877	45.89872	0.33335	49.11326	0.30632	-2.46453	0.02419	-0.00000	243.23996	1986.69000	12.10429	48.53154	0.31866	48.15159	0.27651	-2.22009	0.02502	-0.00000	139.47865	2139.75000	10.31443	49.03196	0.26225	42.88833	0.19763	-2.74761	0.02118	-0.00000	210.11459	2359.93000	13.09294	56.40445	0.32995	54.46208	0.27167	-2.11632	0.02439	-0.00000	118.05456	2080.37000	9.21592	52.26092	0.26439	50.23691	0.19657	-3.18772	0.02703	-0.00000	251.91568	1116.44000	7.99540	36.36763	0.29414	27.11090	0.19016	-4.06189	0.02929	-0.00000	128.36826	2020.36000	9.69383	51.18056	0.27701	45.26133	0.20690	-9.75152	0.03049	-0.00000	223.50574	2156.08000	11.52708	54.25469	0.32551	55.30322	0.22326	-3.04325	0.03123	-0.00000	230.62709	9805.44000	3517.50000	9890.97000	2491.90000
20140516	1002	766.93000	8.43831	16.04423	0.25511	19.70458	0.28559	-7.11738	0.03515	-0.00000	236.27303	973.49000	11.35561	23.26950	0.34210	28.47006	0.38467	-6.28464	0.03619	-0.00000	200.77043	1636.69000	9.46329	43.79249	0.28809	47.47195	0.27798	-5.56418	0.03390	-0.00000	194.65062	1920.37000	8.23730	52.50666	0.24642	59.70203	0.24569	-4.45180	0.03525	-0.00000	164.24918	13922.44000	45.77190	13922.44000	45.77190	13922.44000	45.77190	0.00000	0.00000	0.00000	169.11613	2978.52000	23.05926	54.56320	0.46215	77.01364	0.63238	-4.41810	0.02594	0.00000	186.07930	2820.74000	26.40326	50.50766	0.51661	75.71201	0.74558	-3.72800	0.02671	0.00000	148.12946	1049.29000	12.41394	15.03166	0.21652	16.30354	0.20476	-1.28296	0.01624	-0.00000	189.09781	823.75000	9.05469	14.67645	0.19717	15.88753	0.19282	-2.36400	0.02208	-0.00000	149.67465	918.02000	11.78302	16.38149	0.28149	19.33933	0.27630	-3.14611	0.02452	-0.00000	229.41078	976.49000	13.23669	18.65212	0.31762	21.96643	0.31372	-2.29414	0.02483	-0.00000	197.97740	1270.88000	14.39811	25.44826	0.33940	28.28703	0.32820	-2.68914	0.02478	-0.00000	190.71994	2017.47000	11.28136	42.20733	0.26831	45.30077	0.24739	-2.46453	0.02419	-0.00000	242.48578	1951.56000	10.48839	44.72992	0.25943	44.48630	0.22614	-2.22009	0.02502	-0.00000	139.02362	2126.80000	8.29940	45.75968	0.19827	40.06349	0.14961	-2.74761	0.02118	-0.00000	209.58514	2348.19000	10.01668	52.71805	0.23718	50.94220	0.19554	-2.11632	0.02439	-0.00000	117.49721	1919.61000	9.54033	44.76961	0.25716	43.92609	0.19755	-3.18772	0.02703	-0.00000	250.94370	856.25000	6.00729	25.17634	0.20765	19.39411	0.14629	-4.06189	0.02929	-0.00000	127.51218	1865.59000	8.37388	43.93235	0.22483	39.34828	0.17583	-9.75152	0.03049	-0.00000	222.85323	2132.64000	12.98270	50.35427	0.34446	51.53333	0.23772	-3.04325	0.03123	-0.00000	230.08342	-7819.90000	4020.82000	10798.45000	1486.77000
20140517	0944	760.06000	9.65279	16.18684	0.29828	19.90257	0.33433	-7.11738	0.03515	-0.00000	236.80983	973.88000	12.10973	23.79623	0.37289	29.11329	0.41941	-6.28464	0.03619	-0.00000	201.37856	1638.09000	10.33063	44.80475	0.32145	48.56402	0.31019	-5.56418	0.03390	-0.00000	195.63924	1915.91000	9.25969	53.53174	0.28313	60.88664	0.28253	-4.45180	0.03525	-0.00000	164.86626	13262.49000	34.63972	13262.49000	34.63972	13262.49000	34.63972	0.00000	0.00000	0.00000	171.08713	2982.89000	21.67113	55.85967	0.44394	78.83968	0.60746	-4.41810	0.02594	0.00000	188.22920	2836.19000	29.14848	51.93388	0.58294	77.83270	0.84131	-3.72800	0.02671	0.00000	151.06006	1040.83000	13.40153	15.21334	0.23891	16.52149	0.22604	-1.28296	0.01624	-0.00000	189.88339	816.00000	10.43839	14.82860	0.23233	16.07011	0.22749	-2.36400	0.02208	-0.00000	150.50761	910.58000	13.25381	16.56218	0.32363	19.58861	0.31808	-3.14611	0.02452	-0.00000	230.07373	970.43000	14.55971	18.91608	0.35709	22.30539	0.35312	-2.29414	0.02483	-0.00000	198.57791	1275.65000	15.36579	26.12611	0.37022	29.02381	0.35798	-2.68914	0.02478	-0.00000	191.39053	2020.24000	12.42668	43.20830	0.30209	46.36487	0.27851	-2.46453	0.02419	-0.00000	243.52359	1954.41000	10.85274	45.79141	0.27438	45.53310	0.23913	-2.22009	0.02502	-0.00000	139.56052	2139.71000	8.87840	47.08713	0.21679	41.18733	0.16335	-2.74761	0.02118	-0.00000	210.33334	2339.75000	10.77625	53.67992	0.26081	51.90058	0.21528	-2.11632	0.02439	-0.00000	118.18806	1944.36000	9.95341	46.44182	0.27423	45.42015	0.20968	-3.18772	0.02703	-0.00000	251.65402	904.12000	7.00897	27.42450	0.24763	21.00618	0.17177	-4.06189	0.02929	-0.00000	128.45441	1890.93000	9.26742	45.59955	0.25433	40.76056	0.19760	-9.75152	0.03049	-0.00000	223.19868	2135.35000	12.29177	51.54160	0.33334	52.72408	0.23026	-3.04325	0.03123	-0.00000	231.08128	-8119.01000	1021.93000	10172.02000	1891.28000
20140518	0925	830.87000	10.96691	18.90061	0.34858	22.98314	0.38716	-7.11738	0.03515	-0.00000	236.97763	1039.12000	13.63472	26.54341	0.43186	32.25989	0.48147	-6.28464	0.03619	-0.00000	201.36441	1704.30000	12.00625	48.20577	0.38428	51.98804	0.36743	-5.56418	0.03390	-0.00000	195.78648	1980.65000	10.62391	57.09941	0.33414	64.65084	0.33053	-4.45180	0.03525	-0.00000	165.23163	13798.53000	101.51103	13798.53000	101.51103	13798.53000	101.51103	0.00000	0.00000	0.00000	170.75217	3038.87000	26.13605	58.63736	0.55072	82.70932	0.75358	-4.41810	0.02594	0.00000	187.41840	2933.96000	30.51554	55.43092	0.62774	82.96211	0.90596	-3.72800	0.02671	0.00000	148.59299	1172.61000	14.22596	18.06508	0.26087	19.27489	0.24558	-1.28296	0.01624	-0.00000	190.33455	915.84000	12.04551	17.53856	0.27577	18.75493	0.26682	-2.36400	0.02208	-0.00000	150.70786	997.14000	14.96597	19.21010	0.37589	22.27495	0.36563	-3.14611	0.02452	-0.00000	230.19337	1057.10000	16.21512	21.64374	0.40907	25.09483	0.40056	-2.29414	0.02483	-0.00000	198.80139	1357.22000	17.09127	28.89512	0.42358	31.79859	0.40550	-2.68914	0.02478	-0.00000	191.59673	2103.98000	13.92694	46.53842	0.34825	49.61444	0.31878	-2.46453	0.02419	-0.00000	243.80171	2031.66000	12.63426	49.11041	0.32856	48.57781	0.28369	-2.22009	0.02502	-0.00000	139.87485	2201.70000	10.91192	49.99124	0.27407	43.53440	0.20509	-2.74761	0.02118	-0.00000	210.84673	2417.05000	13.90566	57.14000	0.34617	54.96480	0.28287	-2.11632	0.02439	-0.00000	118.54256	2044.20000	11.10856	50.59991	0.31481	48.86047	0.23597	-3.18772	0.02703	-0.00000	252.29439	993.68000	9.45397	31.46382	0.34357	23.83397	0.23144	-4.06189	0.02929	-0.00000	128.91591	1984.22000	11.55386	49.53755	0.32615	43.94376	0.24647	-9.75152	0.03049	-0.00000	223.59166	2204.13000	10.25539	54.93480	0.28607	55.54011	0.19262	-3.04325	0.03123	-0.00000	231.03189	9887.21000	2492.15000	9735.01000	2306.04000
20140521	1009	843.91000	6.64845	18.26462	0.19983	22.16832	0.22154	-7.11738	0.03515	-0.00000	235.66718	1032.89000	8.76914	24.91324	0.26264	30.29756	0.29300	-6.28464	0.03619	-0.00000	200.05699	1646.43000	7.80673	43.83258	0.23628	47.48008	0.22763	-5.56418	0.03390	-0.00000	194.51584	1868.84000	6.99245	50.66873	0.20796	57.82206	0.20869	-4.45180	0.03525	-0.00000	164.01097	12067.96000	26.74506	12067.96000	26.74506	12067.96000	26.74506	0.00000	0.00000	0.00000	168.95552	2920.28000	17.37704	53.08541	0.34624	74.97782	0.47378	-4.41810	0.02594	0.00000	187.84967	2619.35000	13.55461	46.29640	0.26367	69.61783	0.38053	-3.72800	0.02671	0.00000	149.97351	1162.12000	8.83887	16.90071	0.15327	18.05538	0.14435	-1.28296	0.01624	-0.00000	188.03500	925.32000	6.94389	16.78995	0.15033	17.93357	0.14529	-2.36400	0.02208	-0.00000	148.82423	1013.76000	9.07868	18.56009	0.21562	21.44742	0.20936	-3.14611	0.02452	-0.00000	228.50996	1068.54000	10.99129	20.73955	0.26220	23.99729	0.25636	-2.29414	0.02483	-0.00000	197.09132	1338.66000	12.41307	26.88869	0.29090	29.65257	0.27898	-2.68914	0.02478	-0.00000	190.47064	2001.44000	9.40247	41.58281	0.22233	44.68770	0.20521	-2.46453	0.02419	-0.00000	242.51913	1925.07000	8.21371	43.81834	0.20199	43.65911	0.17657	-2.22009	0.02502	-0.00000	138.73718	2115.29000	6.98326	45.22017	0.16586	39.62412	0.12529	-2.74761	0.02118	-0.00000	209.04276	2336.63000	8.36141	52.13931	0.19683	50.42149	0.16248	-2.11632	0.02439	-0.00000	117.25810	1630.20000	7.37021	36.75356	0.19751	37.54337	0.16042	-3.18772	0.02703	-0.00000	250.99051	517.59000	11.60008	13.39194	0.39863	10.63806	0.31070	-4.06189	0.02929	-0.00000	127.79969	1566.36000	6.50311	35.68946	0.17359	32.60419	0.14738	-9.75152	0.03049	-0.00000	222.79659	2103.82000	16.43617	49.30119	0.43355	50.70505	0.30297	-3.04325	0.03123	-0.00000	230.13165	-7744.84000	4780.05000	10626.26000	1303.96000
20140522	0951	878.52000	98.82838	19.68906	3.02950	23.76216	3.27072	-7.11738	0.03515	-0.00000	235.71352	1086.55000	82.13944	27.04821	2.50911	32.70772	2.72924	-6.28464	0.03619	-0.00000	200.34258	1748.96000	57.60085	47.86987	1.77805	51.44641	1.68232	-5.56418	0.03390	-0.00000	194.61511	2003.84000	57.20694	55.77203	1.73524	63.03989	1.71604	-4.45180	0.03525	-0.00000	164.15982	11956.33000	881.04663	11956.33000	881.04663	11956.33000	881.04663	0.00000	0.00000	0.00000	172.16669	3085.71000	84.95120	57.50373	1.72636	81.07018	2.36227	-4.41810	0.02594	0.00000	188.85326	2738.00000	125.56727	49.57173	2.49119	74.40062	3.59533	-3.72800	0.02671	0.00000	150.51457	1222.96000	149.44002	18.31302	2.64286	19.41973	2.46034	-1.28296	0.01624	-0.00000	187.74548	970.50000	127.59369	18.12166	2.81722	19.23195	2.64094	-2.36400	0.02208	-0.00000	148.53650	1061.17000	120.67502	20.07789	2.92314	22.96679	2.75733	-3.14611	0.02452	-0.00000	228.31145	1122.15000	113.13924	22.45666	2.75272	25.72998	2.62115	-2.29414	0.02483	-0.00000	197.34947	1417.36000	91.29047	29.30489	2.18200	32.02784	2.04063	-2.68914	0.02478	-0.00000	190.66910	2129.72000	68.59564	45.50398	1.65426	48.41325	1.50666	-2.46453	0.02419	-0.00000	242.48938	2058.80000	62.23182	48.04444	1.56082	47.43205	1.34070	-2.22009	0.02502	-0.00000	138.70430	2276.31000	64.22518	50.02055	1.55574	43.32798	1.15511	-2.74761	0.02118	-0.00000	209.36028	2504.13000	70.73226	57.19846	1.69820	54.70010	1.37515	-2.11632	0.02439	-0.00000	117.49292	1785.29000	61.60800	41.72387	1.68384	41.67495	1.32118	-3.18772	0.02703	-0.00000	250.77199	616.87000	72.50540	17.13810	2.54122	13.50675	1.85449	-4.06189	0.02929	-0.00000	127.67329	1726.18000	55.49637	40.75073	1.51085	36.86093	1.22574	-9.75152	0.03049	-0.00000	222.99045	2266.98000	58.23813	54.67183	1.56677	54.67668	1.03049	-3.04325	0.03123	-0.00000	230.20633	-7975.84000	2222.07000	10000.25000	1714.05000
20140524	0913	1058.66000	114.16472	26.72655	3.70999	31.57053	3.98615	-7.11738	0.03515	-0.00000	235.53654	1143.59000	108.47849	30.52122	3.51288	36.70002	3.86178	-6.28464	0.03619	-0.00000	200.16219	1626.67000	120.84462	46.74552	3.95453	50.68122	3.83614	-5.56418	0.03390	-0.00000	195.00470	1801.92000	136.98399	52.63158	4.40485	60.31000	4.47627	-4.45180	0.03525	-0.00000	164.72672	6738.59000	1498.67509	6738.59000	1498.67509	6738.59000	1498.67509	0.00000	0.00000	0.00000	166.61937	2203.61000	158.06409	41.95692	3.40523	59.93997	4.65956	-4.41810	0.02594	0.00000	189.27925	1638.27000	160.69722	29.42195	3.37979	45.49183	4.87778	-3.72800	0.02671	0.00000	151.00380	1611.48000	158.93278	26.69786	2.97970	27.37880	2.75218	-1.28296	0.01624	-0.00000	187.38153	1255.64000	143.31766	25.88517	3.35461	26.69228	3.10176	-2.36400	0.02208	-0.00000	148.46631	1262.78000	139.77665	26.46198	3.58937	29.28175	3.37336	-3.14611	0.02452	-0.00000	228.29709	1272.96000	136.45116	27.69636	3.51947	31.01821	3.35662	-2.29414	0.02483	-0.00000	197.24072	1444.79000	131.85115	31.76145	3.34090	34.59953	3.16865	-2.68914	0.02478	-0.00000	190.59081	1992.76000	142.26230	44.73777	3.63703	48.09225	3.36964	-2.46453	0.02419	-0.00000	242.68639	1901.56000	142.97002	46.75166	3.80133	46.63006	3.34529	-2.22009	0.02502	-0.00000	139.26665	2064.51000	154.67530	47.58842	3.97195	41.82771	3.03243	-2.74761	0.02118	-0.00000	209.67169	2203.16000	167.12449	52.97637	4.25366	51.64636	3.59250	-2.11632	0.02439	-0.00000	117.92679	1786.16000	143.72618	44.25711	4.16438	44.16276	3.30639	-3.18772	0.02703	-0.00000	251.32372	872.17000	121.12812	27.65406	4.50057	21.20238	3.13145	-4.06189	0.02929	-0.00000	128.11874	1706.01000	130.22937	42.61815	3.75852	38.55691	3.10409	-9.75152	0.03049	-0.00000	223.19475	1964.58000	106.88435	49.33374	3.04833	51.93575	2.25013	-3.04325	0.03123	-0.00000	230.52888	9743.46000	4240.89000	9267.72000	2556.44000
20140527	0957	759.21000	8.69861	15.92699	0.26491	19.58593	0.29692	-7.11738	0.03515	-0.00000	236.81641	973.80000	11.13014	23.44986	0.33777	28.68981	0.37983	-6.28464	0.03619	-0.00000	201.27219	1638.54000	8.97710	44.17095	0.27530	47.87545	0.26553	-5.56418	0.03390	-0.00000	195.01637	1910.79000	8.15021	52.60372	0.24560	59.85270	0.24521	-4.45180	0.03525	-0.00000	164.44769	14168.00000	25.99461	14168.00000	25.99461	14168.00000	25.99461	0.00000	0.00000	0.00000	170.84808	2964.89000	23.31561	54.68888	0.47072	77.20289	0.64411	-4.41810	0.02594	0.00000	186.57738	2803.15000	23.55690	50.53203	0.46430	75.76788	0.67009	-3.72800	0.02671	0.00000	150.66042	1026.69000	12.10429	14.74502	0.21267	16.04756	0.20133	-1.28296	0.01624	-0.00000	190.02095	810.76000	9.54161	14.49933	0.20930	15.72528	0.20504	-2.36400	0.02208	-0.00000	150.62946	911.17000	11.53955	16.33699	0.27770	19.31949	0.27287	-3.14611	0.02452	-0.00000	229.79013	973.67000	13.13777	18.72099	0.31756	22.06045	0.31383	-2.29414	0.02483	-0.00000	198.50755	1274.59000	14.45344	25.72332	0.34321	28.58002	0.33179	-2.68914	0.02478	-0.00000	191.42542	2016.42000	10.71278	42.49225	0.25666	45.61040	0.23665	-2.46453	0.02419	-0.00000	242.95746	1948.08000	9.00076	44.97183	0.22427	44.73759	0.19551	-2.22009	0.02502	-0.00000	139.31166	2130.86000	8.69485	46.19357	0.20924	40.43150	0.15783	-2.74761	0.02118	-0.00000	209.99861	2340.86000	9.72216	52.93052	0.23189	51.17229	0.19136	-2.11632	0.02439	-0.00000	117.85320	1886.00000	7.88923	44.18591	0.21422	43.54561	0.16570	-3.18772	0.02703	-0.00000	251.37990	812.66000	7.50363	23.84350	0.26127	18.45926	0.18659	-4.06189	0.02929	-0.00000	128.15825	1831.62000	7.10884	43.33634	0.19227	38.91531	0.15187	-9.75152	0.03049	-0.00000	223.26613	2133.88000	9.74298	50.75735	0.26040	51.93508	0.17997	-3.04325	0.03123	-0.00000	230.34018	-7886.36000	3274.56000	9830.90000	1548.91000
20140528	0939	762.51000	9.85038	16.41324	0.30720	20.17261	0.34410	-7.11738	0.03515	-0.00000	235.80743	972.43000	12.61924	23.97168	0.39218	29.33235	0.44106	-6.28464	0.03619	-0.00000	200.44226	1640.58000	10.69409	45.29813	0.33585	49.08943	0.32382	-5.56418	0.03390	-0.00000	194.59200	1922.21000	9.15783	54.22221	0.28261	61.64468	0.28172	-4.45180	0.03525	-0.00000	164.30499	14468.13000	36.12497	14468.13000	36.12497	14468.13000	36.12497	0.00000	0.00000	0.00000	169.95207	2980.85000	14.14664	56.33511	0.29248	79.51254	0.40022	-4.41810	0.02594	0.00000	189.22369	2839.58000	20.47055	52.48355	0.41318	78.65269	0.59631	-3.72800	0.02671	0.00000	151.43027	1045.89000	13.03372	15.44536	0.23451	16.76072	0.22184	-1.28296	0.01624	-0.00000	187.92410	821.32000	10.90127	15.08552	0.24488	16.33598	0.23955	-2.36400	0.02208	-0.00000	149.15936	913.20000	13.11564	16.78022	0.32322	19.83358	0.31749	-3.14611	0.02452	-0.00000	228.77158	972.70000	15.07083	19.14756	0.37305	22.56760	0.36861	-2.29414	0.02483	-0.00000	197.61284	1274.76000	16.23522	26.34656	0.39479	29.27181	0.38152	-2.68914	0.02478	-0.00000	190.60310	2023.22000	12.84880	43.68180	0.31525	46.86187	0.29049	-2.46453	0.02419	-0.00000	242.55812	1957.68000	11.18023	46.29917	0.28528	46.02770	0.24847	-2.22009	0.02502	-0.00000	139.05600	2147.37000	9.14183	47.71223	0.22529	41.71114	0.16960	-2.74761	0.02118	-0.00000	209.49635	2345.32000	12.02571	54.31340	0.29374	52.49370	0.24235	-2.11632	0.02439	-0.00000	117.71645	1944.83000	9.66856	46.88524	0.26885	45.85104	0.20550	-3.18772	0.02703	-0.00000	251.03636	893.19000	8.56819	27.28889	0.30552	20.92970	0.21280	-4.06189	0.02929	-0.00000	127.77397	1890.34000	9.87139	46.00576	0.27341	41.12554	0.21245	-9.75152	0.03049	-0.00000	222.93724	2143.92000	14.63194	52.25378	0.40048	53.37410	0.27577	-3.04325	0.03123	-0.00000	230.37675	12078.25000	49.91000	9434.56000	1971.78000
20140529	0920	818.20000	7.59868	18.70581	0.24424	22.78890	0.27167	-7.11738	0.03515	-0.00000	235.30705	998.62000	9.92147	25.54455	0.31778	31.17258	0.35613	-6.28464	0.03619	-0.00000	199.92285	1631.74000	8.60653	46.39906	0.27856	50.31663	0.26890	-5.56418	0.03390	-0.00000	194.58125	1890.02000	7.60392	54.85872	0.24184	62.50989	0.24201	-4.45180	0.03525	-0.00000	164.10094	13957.74000	20.29957	13957.74000	20.29957	13957.74000	20.29957	0.00000	0.00000	0.00000	168.95027	2938.21000	19.36662	57.15155	0.41266	80.70400	0.56467	-4.41810	0.02594	0.00000	188.16548	2765.70000	21.13883	52.55375	0.43974	78.84302	0.63464	-3.72800	0.02671	0.00000	150.23747	1171.48000	11.21560	18.24717	0.20798	19.47183	0.19579	-1.28296	0.01624	-0.00000	186.95903	910.64000	8.12714	17.61530	0.18815	18.84928	0.18215	-2.36400	0.02208	-0.00000	148.36833	974.33000	10.30442	18.84667	0.26172	21.96103	0.25522	-3.14611	0.02452	-0.00000	227.94609	1022.55000	11.68878	21.00560	0.29819	24.51230	0.29305	-2.29414	0.02483	-0.00000	196.63353	1297.70000	12.86196	27.72822	0.32234	30.72323	0.31063	-2.68914	0.02478	-0.00000	190.10796	2005.93000	10.17571	44.58216	0.25731	47.89375	0.23743	-2.46453	0.02419	-0.00000	242.27757	1933.95000	8.87736	47.09282	0.23346	46.89301	0.20382	-2.22009	0.02502	-0.00000	138.62709	2106.93000	8.11820	48.14608	0.20619	42.21350	0.15596	-2.74761	0.02118	-0.00000	209.29417	2317.17000	11.64221	55.26785	0.29308	53.51567	0.24269	-2.11632	0.02439	-0.00000	117.41175	1862.03000	7.45313	45.94801	0.21359	45.42682	0.16591	-3.18772	0.02703	-0.00000	250.76089	790.37000	8.08413	24.34590	0.29709	18.89493	0.21353	-4.06189	0.02929	-0.00000	127.49092	1802.51000	8.50823	44.90732	0.24287	40.41316	0.19326	-9.75152	0.03049	-0.00000	222.76570	2109.97000	11.70167	52.89614	0.33009	54.34548	0.23033	-3.04325	0.03123	-0.00000	230.25742	9817.09000	3353.57000	9144.55000	2397.63000
